"","hgnc_symbol","uniprot_gn_id"
"71861","SAT1","A6NJE6"
"71862","SEC11B",""
"71863","KIAA1143","Q96AT1"
"71864","KIAA1143","A0A024R2T2"
"71865","EVPLL","A8MZ36"
"71866","FAM210A","Q96ND0"
"71867","FAM210A","K7EK00"
"71868","FAM210A","K7ERQ2"
"71869","FAM210A","K7EPG9"
"71870","CLEC20A","Q6ZU45"
"71871","CLEC20A","A0A2R8Y4N8"
"71872","RASAL2-AS1",""
"71873","HMGN1P15",""
"71874","DHX9P1",""
"71875","LINC01980",""
"71876","LHB","P01229"
"71877","LHB","A0A0F7RQE6"
"71878","NLRP3P1",""
"71879","TEX13B","Q9BXU2"
"71880","VCP","P55072"
"71881","VCP","V9HW80"
"71882","VCP","C9JUP7"
"71883","VCP","C9IZA5"
"71884","RASAL2","Q9UJF2"
"71885","MAFG","O15525"
"71886","MAFG","I3L2F8"
"71887","SLIT1-AS1",""
"71888","MRGPRG-AS1",""
"71889","TMEM38A","Q9H6F2"
"71890","BCL3","P20749"
"71891","MRGPRG","Q86SM5"
"71892","KLRF1","Q9NZS2"
"71893","KLRF1","Q4KN05"
"71894","KLRF1","Q4KMZ4"
"71895","KLRF1","A0A0C4DFN7"
"71896","KLRF1","Q4KN30"
"71897","TYRL",""
"71898","CBX3P8",""
"71899","CTNNA1P1",""
"71900","SIRT7","Q9NRC8"
"71901","SIRT7","I3L2A4"
"71902","SIRT7","I3L480"
"71903","AK3P4",""
"71904","ADSL","P30566"
"71905","ADSL","X5D8S6"
"71906","ADSL","B4DEP1"
"71907","ADSL","A0A0A6YY92"
"71908","ADSL","A0A096LPA2"
"71909","ADSL","A0A096LNY4"
"71910","ADSL","A0A1B0GTJ7"
"71911","ADSL","A0A1B0GWF8"
"71912","ADSL","A0A1B0GWJ0"
"71913","ADSL","A0A096LP72"
"71914","ADSL","A0A1B0GTG9"
"71915","ADSL","A0A096LNY5"
"71916","TAF1L","Q8IZX4"
"71917","HES2","Q9Y543"
"71918","HES2","K7EJN2"
"71919","HES2","K7EJQ0"
"71920","RPL37AP8",""
"71921","HMGN1P14",""
"71922","ATXN1","P54253"
"71923","ATXN1","A0A2R8YCF3"
"71924","LINC01967",""
"71925","SNRPCP1",""
"71926","LINC01981",""
"71927","LINC00667",""
"71928","ST6GAL1","P15907"
"71929","ST6GAL1","C9JFM4"
"71930","ST6GAL1","C9JI90"
"71931","ST6GAL1","C9J6X5"
"71932","ST6GAL1","C9K0R8"
"71933","ST6GAL1","C9JR47"
"71934","ST6GAL1","C9JKG0"
"71935","ST6GAL1","C9JPG6"
"71936","ST6GAL1","C9IYS8"
"71937","ST6GAL1","C9JVK7"
"71938","ST6GAL1","C9JAT4"
"71939","ST6GAL1","H7C472"
"71940","ST6GAL1","C9JH16"
"71941","ST6GAL1","C9JTR0"
"71942","STAT6","Q5FBW6"
"71943","STAT6","P42226"
"71944","STAT6","A0A1W2PNW1"
"71945","STAT6","H0YIY2"
"71946","STAT6","H0YJH6"
"71947","STAT6","A0A494C0T4"
"71948","STAT6","G3V2L2"
"71949","STAT6","G3V5K5"
"71950","STAT6","G3V568"
"71951","STAT6","G3V2M3"
"71952","STAT6","G3V5I8"
"71953","STAT6","G3V2H4"
"71954","STAT6","G3V370"
"71955","TMEM215","Q68D42"
"71956","TUT4","Q5TAX3"
"71957","TUT4","E9PQS7"
"71958","TUT4","X6R5G7"
"71959","TUT4","H0YEY0"
"71960","TUT4","A0A0C4DFM7"
"71961","TUT4","E9PKY2"
"71962","TUT4","E9PKX1"
"71963","TUT4","H0YEE8"
"71964","TUT4","E9PRG2"
"71965","TUT4","E9PJN7"
"71966","SNX18P27",""
"71967","DDX50","Q9BQ39"
"71968","DDX50","S4R3V4"
"71969","DDX50","A0A087WVC1"
"71970","DDX50","S4R3G6"
"71971","ZNF687","Q8N1G0"
"71972","ZNF687","F8WCX2"
"71973","ZNF687","A2A3Q2"
"71974","ZNF687","A6PVV7"
"71975","CYP4F44P",""
"71976","AOX1","Q06278"
"71977","AOX1","H7C3Q1"
"71978","AOX1","H7BXF7"
"71979","AOX1","C9J244"
"71980","STARD4","Q96DR4"
"71981","STARD4","D6RDM5"
"71982","STARD4","D6REN7"
"71983","MRGPRE","Q86SM8"
"71984","MRGPRE","W4VSQ4"
"71985","SLC35E2B","A0A087WUK8"
"71986","SLC35E2B","P0CK96"
"71987","XKR4","Q5GH76"
"71988","LINC00526",""
"71989","TEX35","Q5T0J7"
"71990","TEX35","Q5T0K0"
"71991","TEX35","E5RIH0"
"71992","TEX35","Q5T0J5"
"71993","NCAPG2","Q86XI2"
"71994","NCAPG2","F8WE06"
"71995","ROBO1","Q9Y6N7"
"71996","ROBO1","A0A0A0MSX4"
"71997","ROBO1","A0A087WZ85"
"71998","ROBO1","A0A087WTM1"
"71999","ROBO1","H7C4Y7"
"72000","ROBO1","F8WEV8"
"72001","LNCOG",""
"72002","NDUFA5P8",""
"72003","ZBTB14","O43829"
"72004","ZBTB14","J3QLI2"
"72005","ZBTB14","J3KRQ2"
"72006","ZBTB14","J3QL74"
"72007","MTCYBP42",""
"72008","SBF1P1",""
"72009","BBS10","Q8TAM1"
"72010","NDUFA5P1",""
"72011","NTF6A",""
"72012","NTF6G",""
"72013","LINC01543",""
"72014","CGB3","P0DN86"
"72015","CGB3","A0A0F7RQP8"
"72016","CGB2","Q6NT52"
"72017","CGB2","M0R0E6"
"72018","RGR","P47804"
"72019","RGR","A0A494C063"
"72020","RGR","A0A494C1A1"
"72021","RGR","A0A0S2Z498"
"72022","RGR","A0A494C1G9"
"72023","RGR","A0A494C1U1"
"72024","RGR","A0A494C187"
"72025","RGR","A0A494C170"
"72026","RGR","A0A494C1E7"
"72027","RGR","A0A494BZT6"
"72028","RGR","A0A0S2Z494"
"72029","STK17B","O94768"
"72030","STK17B","Q53QE7"
"72031","STK17B","U3KQF8"
"72032","STK17B","C9JZJ1"
"72033","","K7ELM3"
"72034","CGB1","K7ELM3"
"72035","PALM3","A6NDB9"
"72036","LINC01928",""
"72037","C1orf220",""
"72038","LINC01255",""
"72039","RPL5P28",""
"72040","EEF1DP1",""
"72041","TRIM46","Q7Z4K8"
"72042","TRIM46","Q5VT61"
"72043","TRIM46","A0A087WUH1"
"72044","TRIM46","A0A0A0MS35"
"72045","TRIM46","F5GYK0"
"72046","HSPB2","Q16082"
"72047","MISP3","Q96FF7"
"72048","MISP3","A0A044PY82"
"72049","MISP3","K7ELQ6"
"72050","SIDT1-AS1",""
"72051","SGPP1","Q9BX95"
"72052","HSPB2-C11orf52","A8KAH6"
"72053","HSPB2-C11orf52","E9PN16"
"72054","SIDT1","Q9NXL6"
"72055","OSBPL8","Q9BZF1"
"72056","OSBPL8","A0A024RBB8"
"72057","OSBPL8","F8VZB8"
"72058","OSBPL8","F8VVE7"
"72059","OSBPL8","F8VVD3"
"72060","OSBPL8","F8VQX7"
"72061","OSBPL8","F8W060"
"72062","OSBPL8","F8W1F1"
"72063","OSBPL8","F8VZ43"
"72064","OSBPL8","F8VUA7"
"72065","OSBPL8","F8VS33"
"72066","MIR29B2CHG",""
"72067","C11orf52","Q96A22"
"72068","C11orf52","E9PPX5"
"72069","RPSAP52",""
"72070","HMGA2-AS1",""
"72071","CD3G","P09693"
"72072","CD3G","B0YIY5"
"72073","CD3G","A8MUH3"
"72074","CD3G","J3KNA5"
"72075","CRYAB","P02511"
"72076","CRYAB","A0A024R3B9"
"72077","CRYAB","V9HW27"
"72078","CRYAB","E9PNH7"
"72079","CRYAB","E9PJL7"
"72080","CRYAB","E9PRA8"
"72081","CRYAB","E9PS12"
"72082","FOXO4","P98177"
"72083","CUL9","Q8IWT3"
"72084","CUL9","E9PEZ1"
"72085","CUL9","H0YA00"
"72086","CUL9","H0Y8H9"
"72087","LURAP1L-AS1",""
"72088","PRPF38A","Q8NAV1"
"72089","HMGA2","P52926"
"72090","HMGA2","H0YFY4"
"72091","HMGA2","F5H2A4"
"72092","HMGA2","F5H2U8"
"72093","HMGA2","F5H6H0"
"72094","TBP","P20226"
"72095","TBP","Q32MN6"
"72096","TBP","Q7Z6S4"
"72097","TBP","Q7Z6S5"
"72098","TBP","A0A1B0GVC6"
"72099","TYRP1","P17643"
"72100","TYRP1","E7EQI3"
"72101","TYRP1","C9JZ52"
"72102","TSPAN31","Q12999"
"72103","TSPAN31","F8VVF8"
"72104","TSPAN31","F8VS78"
"72105","TSPAN31","F8VWE0"
"72106","TSPAN31","F8VW54"
"72107","TSPAN31","F8VNT7"
"72108","TSPAN31","F8VP43"
"72109","CD34","P28906"
"72110","CD34","Q5JTA5"
"72111","CYP4F23P",""
"72112","CLEC2B","Q92478"
"72113","CLEC2B","F5H631"
"72114","RPL5P17",""
"72115","LRIT1","Q9P2V4"
"72116","ZNF195","O14628"
"72117","ZNF195","E9PLW9"
"72118","ZNF195","E9PIY8"
"72119","ZNF195","C9JG37"
"72120","ZNF195","E9PMX5"
"72121","ZNF195","E9PIN4"
"72122","ZNF195","E9PIT0"
"72123","ZNF195","E9PPF8"
"72124","ZNF195","E9PLF5"
"72125","ZNF195","A0A087WT67"
"72126","ZNF195","H0YDV1"
"72127","ZNF195","E9PNM0"
"72128","ZNF195","E9PSE6"
"72129","PTPN2P1",""
"72130","RPS2P25",""
"72131","NTF6B",""
"72132","LURAP1L",""
"72133","RPL4P6",""
"72134","ATF4P1",""
"72135","PTP4A1P4",""
"72136","TNFRSF18","Q9Y5U5"
"72137","TNFRSF18","J3KT02"
"72138","CGB5","P0DN86"
"72139","CGB5","A0A0F7RQP8"
"72140","SGSM3","Q96HU1"
"72141","SGSM3","B0QY81"
"72142","SGSM3","B0QY80"
"72143","SGSM3","B9A6J5"
"72144","GJA10","Q969M2"
"72145","GJA10","A0A1W2PS75"
"72146","RPL30P13",""
"72147","AGAP2-AS1",""
"72148","SLC18A3","Q16572"
"72149","MARCH9","Q86YJ5"
"72150","C12orf40","Q86WS4"
"72151","C12orf40","A0A0K0K1J7"
"72152","CGB8","P0DN86"
"72153","CGB8","A0A0F7RQP8"
"72154","KRTCAP2",""
"72155","FAM223B",""
"72156","RALGPS2","Q86X27"
"72157","RALGPS2","A0A0A0MR31"
"72158","SOWAHC","Q53LP3"
"72159","CDK4","P11802"
"72160","CDK4","Q96BE9"
"72161","CDK4","F8VYY1"
"72162","CDK4","F8VWX7"
"72163","CDK4","F8VZ51"
"72164","CDK4","F8VZ13"
"72165","CDK4","F8W1L8"
"72166","CDK4","F8VXD2"
"72167","CDK4","F8VYH9"
"72168","CDK4","F8VZZ0"
"72169","CDK4","F8VTV8"
"72170","CDK4","A0A024RBB6"
"72171","LINC02767",""
"72172","CHAT","P28329"
"72173","CHAT","R4GN13"
"72174","CHAT","A0A1W2PRG4"
"72175","CHAT","A0A1W2PP46"
"72176","IKBKGP1",""
"72177","HSPA8P13",""
"72178","C1orf210","Q8IVY1"
"72179","A4GALT","Q9NPC4"
"72180","A4GALT","A0A0S2Z5J1"
"72181","SLC2A13","Q96QE2"
"72182","SLC2A13","E9PE47"
"72183","KLRF2","D3W0D1"
"72184","IDH2","P48735"
"72185","IDH2","H0YL11"
"72186","IDH2","H0YLL5"
"72187","RPL23AP2",""
"72188","CXorf65","A6NEN9"
"72189","CXorf65","C9J8K0"
"72190","NWD1","Q149M9"
"72191","NWD1","A0A2R8Y7G5"
"72192","NWD1","F8W0U9"
"72193","NWD1","E5RJJ1"
"72194","TNFRSF4","P43489"
"72195","RPL39L","Q96EH5"
"72196","FAM186A","A6NE01"
"72197","FAM186A","F5GYN0"
"72198","FAM186A","F5H8C1"
"72199","PLXNA2","O75051"
"72200","LINC02178",""
"72201","NTF4","P34130"
"72202","NTF4","A0A024QZE4"
"72203","NTF4","M0R0X2"
"72204","C19orf67","A6NJJ6"
"72205","C19orf67","A0A0A0MRA4"
"72206","IL2RG","P31785"
"72207","IL2RG","Q5FC10"
"72208","IL2RG","D6RDW9"
"72209","IL2RG","D6R964"
"72210","TBC1D3P4",""
"72211","LINC02409",""
"72212","LINC02076",""
"72213","COX6B1P3",""
"72214","RTP1","P59025"
"72215","CGB7","P0DN87"
"72216","CGB7","A0A0F7RQF0"
"72217","MRTFA-AS1",""
"72218","ANGPTL1","O95841"
"72219","ANGPTL1","A0A024R908"
"72220","ANGPTL1","A0A0A0MSK1"
"72221","VSIG1","Q86XK7"
"72222","VSIG1","C9JY48"
"72223","CMTM2","Q8TAZ6"
"72224","CMTM2","H3BMC0"
"72225","AGAP2","A0A024RB55"
"72226","AGAP2","H0YHB1"
"72227","AGAP2","F8VVT9"
"72228","NKD1","Q969G9"
"72229","USF3","Q68DE3"
"72230","USF3","C9JBW0"
"72231","ZDHHC14","Q8IZN3"
"72232","CCT5P1",""
"72233","GLP2R","O95838"
"72234","GLP2R","A0A384MTS7"
"72235","GLP2R","H0Y6C2"
"72236","GLP2R","E9PC86"
"72237","GLP2R","I3L0P5"
"72238","MRTFA","Q969V6"
"72239","MRTFA","W0Z7M9"
"72240","MRTFA","B0QY84"
"72241","MRTFA","Q29R68"
"72242","MRTFA","A0A087WVL2"
"72243","MRTFA","A0A494C1G6"
"72244","MRTFA","E7ER32"
"72245","MRTFA","A0A087X287"
"72246","MRTFA","A0A494BZX7"
"72247","MRTFA","A0A494C0Z8"
"72248","MRTFA","B0QY83"
"72249","MRTFA","A0A087WU73"
"72250","MRTFA","B0QY74"
"72251","LINC02563",""
"72252","WFIKKN1","Q96NZ8"
"72253","CLEC2A","Q6UVW9"
"72254","RAB40C","Q96S21"
"72255","RAB40C","H3BUX0"
"72256","RAB40C","H3BMH4"
"72257","RAB40C","H3BTC6"
"72258","RAB40C","H3BME4"
"72259","RAB40C","H3BNV8"
"72260","NBPF22P",""
"72261","ASNSP1",""
"72262","LINC01735",""
"72263","ENTPD2","Q9Y5L3"
"72264","PTOV1-AS1",""
"72265","LINC02769",""
"72266","RMST",""
"72267","RPS26P13",""
"72268","SIGLEC11","Q96RL6"
"72269","RPLP0","P05388"
"72270","RPLP0","A0A024RBS2"
"72271","RPLP0","G3V210"
"72272","RPLP0","F8VWS0"
"72273","RPLP0","F8W1K8"
"72274","RPLP0","F8VYN4"
"72275","RPLP0","F8VZS0"
"72276","RPLP0","F8VRK7"
"72277","RPLP0","F8VW21"
"72278","RPLP0","F8VQY6"
"72279","RPLP0","F8VU65"
"72280","RPLP0","F8VWV4"
"72281","RPLP0","F8VS58"
"72282","RPLP0","F8VPE8"
"72283","LINC01717",""
"72284","NPM1P45",""
"72285","ASNSP4",""
"72286","LINC01774",""
"72287","COX7C","P15954"
"72288","COX7C","D6R9Z7"
"72289","ZFPM1","Q8IX07"
"72290","ZFPM1","A0A087WWQ0"
"72291","ZFPM1","A0A087WZP1"
"72292","ZFPM1","A0A087X1H8"
"72293","TRIM60P15",""
"72294","LINC02555",""
"72295","KNDC1","Q76NI1"
"72296","KIAA0319L","Q8IZA0"
"72297","KIAA0319L","B4DYG9"
"72298","KIAA0319L","C9J519"
"72299","KIAA0319L","C9JVB2"
"72300","KIAA0319L","E7EN73"
"72301","KIAA0319L","B1AN15"
"72302","KIAA0319L","C9JQ56"
"72303","KIAA0319L","F8WAW2"
"72304","MMP23A",""
"72305","RPS29P33",""
"72306","AKT1S1","Q96B36"
"72307","AKT1S1","A0A024QZF6"
"72308","AKT1S1","H9KV91"
"72309","AKT1S1","M0R2V8"
"72310","MAFG-DT",""
"72311","YWHAEP2",""
"72312","SNX20","Q7Z614"
"72313","SNX20","A0A087X2C1"
"72314","AXIN2","E7ES00"
"72315","AXIN2","A0A087WXP8"
"72316","AXIN2","J3QRK4"
"72317","AXIN2","F5GX43"
"72318","AXIN2","A0A1B0GX50"
"72319","AXIN2","J3QQJ3"
"72320","KRT17P5",""
"72321","CSRNP3","Q8WYN3"
"72322","CSRNP3","J3KQ49"
"72323","CSRNP3","E7EN18"
"72324","CSRNP3","B8ZZD9"
"72325","CDRT15","Q96T59"
"72326","CDRT15","F2Z3C1"
"72327","STMND1","H3BQB6"
"72328","STMND1","H3BMF7"
"72329","ATP5MC2P1",""
"72330","LINC01696",""
"72331","LINC01698",""
"72332","ZC3H18","Q86VM9"
"72333","ZC3H18","H3BRH3"
"72334","ZC3H18","H3BPD0"
"72335","ZC3H18","E7ERS3"
"72336","ZC3H18","H3BRN6"
"72337","NBPF20","P0DPF2"
"72338","NBPF20","A0A075B7A3"
"72339","NBPF20","H7BY70"
"72340","NBPF20","A0A087WU97"
"72341","HECTD2","Q5U5R9"
"72342","HECTD2","E7ERR3"
"72343","HECTD2","X6R824"
"72344","HECTD2","A0A0J9YVV1"
"72345","MIR205HG",""
"72346","PRDX1P1",""
"72347","SPTLC3","B1AKS2"
"72348","SPTLC3","Q9NUV7"
"72349","SPTLC3","B1AKS3"
"72350","DCLK1","O15075"
"72351","DCLK1","Q5VZY9"
"72352","LINC02470",""
"72353","CNN1","P51911"
"72354","CNN1","B7Z7E1"
"72355","CNN1","K7ERM8"
"72356","CNN1","K7ESJ2"
"72357","CNN1","K7ENC5"
"72358","CNN1","V9HWA5"
"72359","CEP112","Q8N8E3"
"72360","CEP112","J3QQV3"
"72361","CEP112","J3KSN4"
"72362","CEP112","J3QSA5"
"72363","CEP112","F5GYE8"
"72364","SLC9A7P1",""
"72365","LINC02453",""
"72366","TBC1D17","M0QYC9"
"72367","TBC1D17","M0QXA2"
"72368","TBC1D17","A0A087WXG5"
"72369","KCNA7","Q96RP8"
"72370","SAMD1","E9PIW9"
"72371","SAMD1","F8WDT5"
"72372","ST13P2",""
"72373","KRT17","Q04695"
"72374","KRT17","K7ESE1"
"72375","KRT17","K7EPJ9"
"72376","KRT17","F5GWP8"
"72377","TOMM7","Q9P0U1"
"72378","TOMM7","B5MD00"
"72379","TOMM7","Q75MR5"
"72380","TOMM7","A6NIV2"
"72381","TOMM7","A0A087WZY2"
"72382","GULP1","Q9UBP9"
"72383","GULP1","B8ZZL1"
"72384","CYP4F3","Q08477"
"72385","CYP4F3","A0A024R7J8"
"72386","CYP4F3","K7EJZ8"
"72387","CYP4F3","A0A024R7I2"
"72388","CYP4F3","V9GYA1"
"72389","MYCBP2","O75592"
"72390","MYCBP2","A0A0C4DGY7"
"72391","SNX5P1",""
"72392","CCDC158","Q5M9N0"
"72393","SNRPGP14",""
"72394","CAMK1G","Q96NX5"
"72395","CAMK1G","C9IYV2"
"72396","CAMK1G","A0A494C109"
"72397","LRRK2","Q5S007"
"72398","LRRK2","E9PC85"
"72399","LRRK2","C9JBF0"
"72400","SETDB2","Q96T68"
"72401","SETDB2","X6R383"
"72402","SETDB2","A0A087WYZ9"
"72403","TMPO-AS1",""
"72404","STMN4","Q9H169"
"72405","STMN4","E5RIR6"
"72406","STMN4","E7EVN3"
"72407","RBM24","Q9BX46"
"72408","RBM24","A8KAI7"
"72409","RBM24","H0YA61"
"72410","LINC02628",""
"72411","CLEC1B","Q9P126"
"72412","CLEC1B","H7BYT7"
"72413","LINC02059",""
"72414","CSDE1","O75534"
"72415","CSDE1","A0A024R0K2"
"72416","CSDE1","E9PNG3"
"72417","CSDE1","E9PLD4"
"72418","CSDE1","E9PKN4"
"72419","CSDE1","E9PJK7"
"72420","CSDE1","E9PLT0"
"72421","CSDE1","A0A024R0E2"
"72422","TTC29","Q8NA56"
"72423","TTC29","G5E9Z5"
"72424","TTC29","A0A140VK62"
"72425","TTC29","E7EQ14"
"72426","TTC29","D6RJF6"
"72427","TTC29","D6R945"
"72428","TTC29","H7BYT6"
"72429","TTC29","E7EQZ6"
"72430","TMPO","P42166"
"72431","TMPO","P42167"
"72432","TMPO","A0A024RBH7"
"72433","TMPO","G5E972"
"72434","TMPO","A0A024RBE7"
"72435","TMPO","H0YJH7"
"72436","LINC00838",""
"72437","UTF1","Q5T230"
"72438","COX7B","P24311"
"72439","COX7B","A0A3B3IRN8"
"72440","COX7B","A0A3B3ISY5"
"72441","COX7B","A0A3B3ITX0"
"72442","RCVRN","P35243"
"72443","PCAT18",""
"72444","CLEC12A","Q5QGZ9"
"72445","CLEC12A","A8MVL9"
"72446","PTOV1","A0A0C4DGR2"
"72447","PTOV1","Q86YD1"
"72448","PTOV1","M0QYQ4"
"72449","PTOV1","M0QYH7"
"72450","PTOV1","M0QX53"
"72451","PTOV1","M0QYH6"
"72452","PTOV1","M0QY25"
"72453","PTOV1","M0QZB9"
"72454","LINC01949",""
"72455","ESPN","B1AK53"
"72456","ESPN","A0A0J9YW00"
"72457","ESPN","A0A2R8Y6D3"
"72458","ESPN","A0A1B0GUS9"
"72459","ESPN","A0A0J9YY76"
"72460","ESPN","A0A0J9YWQ8"
"72461","ESPN","Q5JYL1"
"72462","ESPN","A0A2R8Y7L7"
"72463","ESPN","A0A1B0GUN9"
"72464","ESPN","A0A0A0MSQ4"
"72465","ESPN","K7EMB7"
"72466","LRP1-AS",""
"72467","CIAPIN1P",""
"72468","RPL23P11",""
"72469","NAB2","Q15742"
"72470","CHST9","Q7L1S5"
"72471","CHST9","A0A024RC28"
"72472","LINC02629",""
"72473","VENTX","O95231"
"72474","CYP4F8","P98187"
"72475","CYP4F8","A0A087WUC9"
"72476","CYP4F8","A0A087WVG9"
"72477","CLPX","O76031"
"72478","CLPX","H0YM48"
"72479","CLPX","H0YK07"
"72480","CLPX","A0A024R5X7"
"72481","AQP4","P55087"
"72482","AQP4","F1DSG4"
"72483","AQP4","J3KRM4"
"72484","AQP4","H0Y3H5"
"72485","TCF4","P15884"
"72486","TCF4","G0LNT7"
"72487","TCF4","A0A1B0GWD5"
"72488","TCF4","G0LNT4"
"72489","TCF4","E9PH57"
"72490","TCF4","A0A0D9SEK1"
"72491","TCF4","A0A0D9SGE7"
"72492","TCF4","A0A075B723"
"72493","TCF4","A0A0D9SFX5"
"72494","TCF4","A0A1B0GVB8"
"72495","TCF4","H3BRF7"
"72496","TCF4","A0A0D9SG55"
"72497","TCF4","H3BPG3"
"72498","TCF4","H3BTC3"
"72499","TCF4","A0A0D9SEX8"
"72500","TCF4","H3BUQ3"
"72501","TCF4","A0A0D9SG78"
"72502","TCF4","A0A0D9SGE5"
"72503","TCF4","A0A1B0GTP2"
"72504","TCF4","H3BNI2"
"72505","TCF4","A0A1B0GXH5"
"72506","TCF4","A0A0D9SGE4"
"72507","TCF4","H3BNZ2"
"72508","TCF4","H3BTP3"
"72509","TCF4","H3BMC8"
"72510","TCF4","H3BP59"
"72511","TCF4","H3BPJ7"
"72512","TCF4","A0A0D9SFU5"
"72513","TCF4","H3BTZ0"
"72514","TCF4","A0A0D9SF18"
"72515","TCF4","H3BT24"
"72516","TCF4","H3BTM9"
"72517","TCF4","A0A0E3D6N2"
"72518","TCF4","H3BT95"
"72519","TCF4","A0A024R2C0"
"72520","TCF4","A0A0D9SEZ3"
"72521","TCF4","A0A1B0GVR6"
"72522","TCF4","A0A0D9SF97"
"72523","TCF4","A0A1B0GUT3"
"72524","TCF4","A0A0D9SG61"
"72525","TCF4","A0A0D9SGH7"
"72526","TCF4","A0A1B0GW91"
"72527","TCF4","A0A0D9SG44"
"72528","TCF4","A0A0D9SFZ1"
"72529","TCF4","A0A0D9SGJ4"
"72530","MIR202HG",""
"72531","B3GNT7","Q8NFL0"
"72532","AGXT2","Q9BYV1"
"72533","ZBTB8OSP2",""
"72534","NCDN","Q9UBB6"
"72535","NCDN","C9J5H8"
"72536","FBXO3","Q9UK99"
"72537","FBXO3","G3V1E0"
"72538","FBXO3","Q49AF1"
"72539","FBXO3","B4E3U2"
"72540","FBXO3","E9PL46"
"72541","FBXO3","E9PJM3"
"72542","PRKACA","P17612"
"72543","PRKACA","Q15136"
"72544","PRKACA","K7ENJ5"
"72545","PRKACA","A0A024R7J0"
"72546","PRKACA","K7EMV1"
"72547","LAMB3","Q13751"
"72548","LAMB3","Q5THA1"
"72549","LAMB3","X1WI29"
"72550","LAMB3","A0A0S2Z3R6"
"72551","KRT42P",""
"72552","FAM20B","O75063"
"72553","FAM20B","A0A024R918"
"72554","FAM20B","X6RH03"
"72555","CMTM3","Q96MX0"
"72556","CMTM3","A0A024R6Y8"
"72557","CMTM3","B3KQJ8"
"72558","CMTM3","H3BN06"
"72559","CMTM3","H3BU39"
"72560","CMTM3","H3BUD5"
"72561","CMTM3","J3KSM1"
"72562","CMTM3","J3KSR6"
"72563","CMTM3","I3L3C2"
"72564","LINC01090",""
"72565","LINC02471",""
"72566","PLEKHG5","O94827"
"72567","PLEKHG5","Q5SY18"
"72568","CLEC12A-AS1",""
"72569","PRMT5P1",""
"72570","CLEC12B","Q2HXU8"
"72571","CLEC12B","F5H4H7"
"72572","RFX5","P48382"
"72573","RFX5","F2Z2G0"
"72574","RFX5","F8WFE4"
"72575","RFX5","A0A0A0MSQ2"
"72576","RFX5","H0Y4B4"
"72577","RFX5","F6R6G4"
"72578","RFX5","A0A0A0MT34"
"72579","RFX5","F6X9D6"
"72580","RFX5","A0A0A0MSM9"
"72581","RFX5","F6S3S0"
"72582","RFX5","F8WDU3"
"72583","RFX5","F6UE82"
"72584","RFX5","F8W689"
"72585","CMIP","Q8IY22"
"72586","CMIP","A0A087WUL1"
"72587","CMIP","A0A087WU05"
"72588","CMIP","A0A087WY48"
"72589","RPL23AP56",""
"72590","KRT16P6",""
"72591","LINC01591",""
"72592","AQP4-AS1",""
"72593","SAPCD2","Q86UD0"
"72594","KRT16P2",""
"72595","FGD2","Q7Z6J4"
"72596","FGD2","H7BY95"
"72597","FGD2","F8WEZ2"
"72598","HS3ST3B1","Q9Y662"
"72599","SNHG26",""
"72600","AGPAT4","Q9NRZ5"
"72601","AGPAT4","Q6AI25"
"72602","AGPAT4","Q5TEE8"
"72603","AGPAT4","G3XAF1"
"72604","SLC35G4","P0C7Q5"
"72605","TIE1","P35590"
"72606","RPL5P34",""
"72607","GOLGA2P4",""
"72608","KCNA1","Q09470"
"72609","KCNA1","A0A1W2PRI2"
"72610","KCTD1","Q719H9"
"72611","KCTD1","A0A024RC45"
"72612","KCTD1","J3QRK1"
"72613","KCTD1","J3QLL6"
"72614","KCTD1","A0A2U3U043"
"72615","KCTD1","J3KSG1"
"72616","HSD11B1","P28845"
"72617","HSD11B1","A0A087WU76"
"72618","HSD11B1","X5D2L1"
"72619","HSD11B1","A0A0A0MQV1"
"72620","ASF1B","Q9NVP2"
"72621","ASF1B","A0A024R7G4"
"72622","ASF1B","K7ELW9"
"72623","ASF1B","K7ES22"
"72624","ASF1B","K7EIL9"
"72625","ASF1B","K7EM93"
"72626","MYCBP2-AS2",""
"72627","G0S2","P27469"
"72628","HSD11B1-AS1",""
"72629","GTF2F2P1",""
"72630","SCN10A","Q9Y5Y9"
"72631","SCN10A","A0A2R8Y6J6"
"72632","SCN10A","A0A2R8Y7H0"
"72633","ADORA2BP1",""
"72634","EDNRA","P25101"
"72635","PPIAP51",""
"72636","RPS3AP6",""
"72637","NUP62","P37198"
"72638","NUP62","M0QX10"
"72639","NUP62","M0R1S1"
"72640","NUP62","M0QZL5"
"72641","NUP62","M0QXN5"
"72642","NUP62","M0QYY0"
"72643","NUP62","M0QX13"
"72644","NUP62","M0QX64"
"72645","NUP62","M0R0B7"
"72646","NUP62","M0R302"
"72647","CLN5","O75503"
"72648","CLN5","A0A024R644"
"72649","CLN5","A0A1B0GTR6"
"72650","CLN5","A0A1B0GUE8"
"72651","CLN5","A0A1C7CYZ2"
"72652","CLN5","A0A1B0GV94"
"72653","CLN5","A0A1B0GTV7"
"72654","CLN5","A0A087WZY0"
"72655","CLN5","A0A0A0MRU5"
"72656","CLN5","A0A1B0GU14"
"72657","MASP1","P48740"
"72658","MASP1","C9J1C7"
"72659","MASP1","C9JLU5"
"72660","MASP1","C9JMA2"
"72661","MASP1","F8W876"
"72662","UBE2FP3",""
"72663","KRT17P1",""
