"","hgnc_symbol","uniprot_gn_id"
"50531","RNF167","I3L0V7"
"50532","RNF167","I3L2D4"
"50533","RNF167","I3L1K4"
"50534","RPL21P119",""
"50535","ZNF354C","Q86Y25"
"50536","PFDN5","Q99471"
"50537","PFDN5","F8VQZ2"
"50538","PFDN5","F8VNW6"
"50539","PFDN5","H3BMQ1"
"50540","MAOA","P21397"
"50541","MAOA","Q53YE7"
"50542","TRRAP","F2Z2U4"
"50543","TRRAP","Q9Y4A5"
"50544","TRRAP","A0A2R8YFJ4"
"50545","TRRAP","C9K0N1"
"50546","ANKRD12","Q6UB98"
"50547","ANKRD12","J3QRX3"
"50548","ANKRD12","J3KSU9"
"50549","ANKRD12","F5GYX2"
"50550","FCGR3A","P08637"
"50551","FCGR3A","M9MML0"
"50552","FCGR3A","H0Y755"
"50553","FCGR3A","C9JC71"
"50554","GAGE12H","A6NDE8"
"50555","ABHD10","Q9NUJ1"
"50556","ABHD10","F8WBQ6"
"50557","ABHD10","F8WBJ5"
"50558","RGL4","Q8IZJ4"
"50559","RGL4","E7EPT8"
"50560","RGL4","A0A087WWL2"
"50561","RGL4","B5MCW5"
"50562","RGL4","E9PH21"
"50563","RGL4","A0A087X1Z6"
"50564","GAGE12E","A1L429"
"50565","DNALI1","O14645"
"50566","HSPD1P11",""
"50567","GLRX","P35754"
"50568","GLRX","A0A024RAM2"
"50569","CERNA1",""
"50570","KRT8P48",""
"50571","LAG3","P18627"
"50572","SP140L","Q9H930"
"50573","SP140L","U5Y3L1"
"50574","SP140L","H7BYP4"
"50575","GAGE2A","Q6NT46"
"50576","NUP35P2",""
"50577","TMEM176A","Q96HP8"
"50578","TMEM176A","C9JJ63"
"50579","TMEM176A","A0A090N8H6"
"50580","TMEM176A","H7C4P5"
"50581","GAGE1","Q13065"
"50582","GAGE1","A0A158RFV5"
"50583","GNB5","O14775"
"50584","GNB5","A0A024R5R9"
"50585","GNB5","A0A024R5V3"
"50586","GNB5","Q96F32"
"50587","GNB5","H0YLU1"
"50588","GNB5","H0YNW7"
"50589","LMTK3","Q96Q04"
"50590","LMTK3","A0A3B3ITQ7"
"50591","LMTK3","A0A3B3ISL5"
"50592","LMTK3","A0A0A0MQW5"
"50593","CTSLP2",""
"50594","RPL23AP37",""
"50595","GNA11","P29992"
"50596","SFTPA1","Q8IWL2"
"50597","SFTPA1","A0A0C4DG36"
"50598","SFTPA1","A0A024QZP2"
"50599","LINC02675",""
"50600","DENND3","A2RUS2"
"50601","DENND3","B3KRG7"
"50602","DENND3","E5RJ42"
"50603","DENND3","E5RHH2"
"50604","DENND3","E5RI43"
"50605","DENND3","H0YAW2"
"50606","DENND3","E9PF32"
"50607","DENND3","E5RIR7"
"50608","DENND3","H0YBH5"
"50609","DENND3","E5RH95"
"50610","SHLD2P3",""
"50611","RHEBP2",""
"50612","RPS23P10",""
"50613","BRWD3","Q6RI45"
"50614","CFHR3","Q02985"
"50615","CFHR3","Q6NSD3"
"50616","CFHR3","A0A087WYK9"
"50617","NDUFV2-AS1",""
"50618","DNAJC6","O75061"
"50619","DNAJC6","S4R305"
"50620","GAGE12G","O76087"
"50621","GAGE12G","P0CL81"
"50622","GAGE12G","P0CL82"
"50623","CIB4","A0PJX0"
"50624","NDUFV2","P19404"
"50625","NDUFV2","E7EPT4"
"50626","NDUFV2","J3QS34"
"50627","NDUFV2","J3KRB4"
"50628","CNN2P9",""
"50629","PRDM11","Q9NQV5"
"50630","PRDM11","E9PJ09"
"50631","PRDM11","A0A087WWZ6"
"50632","C19orf47","Q8N9M1"
"50633","C19orf47","J3QS16"
"50634","C19orf47","J3QKZ5"
"50635","C19orf47","J3QKY6"
"50636","ASLP1",""
"50637","C12orf10","Q9HB07"
"50638","C12orf10","F8VQQ3"
"50639","C12orf10","F8VR84"
"50640","GUSBP11",""
"50641","SLC6A2","P23975"
"50642","SLC6A2","H3BRE9"
"50643","SLC6A2","H3BML6"
"50644","SLC6A2","H3BM11"
"50645","SLC6A2","H3BMY5"
"50646","SLC6A2","H3BRS0"
"50647","SLC6A2","A0A024R6T9"
"50648","CYCS","P99999"
"50649","CYCS","G4XXL9"
"50650","CYCS","C9JFR7"
"50651","SRSF7","Q16629"
"50652","SRSF7","A0A0B4J1Z1"
"50653","SRSF7","H7C1N1"
"50654","SRSF7","C9JAB2"
"50655","SRSF7","F8WEA1"
"50656","ARPC3","O15145"
"50657","ARPC3","C9JZD1"
"50658","ARPC3","F8VR50"
"50659","TMEM176B","Q3YBM2"
"50660","TMEM176B","A0A090N7V7"
"50661","SALRNA1",""
"50662","RNF133","Q8WVZ7"
"50663","TRAF3","A6NHG8"
"50664","TRAF3","Q13114"
"50665","TRAF3","H0YMI8"
"50666","TRAF3","H0YL25"
"50667","TRAF3","H0YL26"
"50668","","X6R8R1"
"50669","PA2G4","Q9UQ80"
"50670","PA2G4","A0A024RB85"
"50671","PA2G4","F8W0A3"
"50672","PA2G4","F8VZ69"
"50673","PA2G4","F8VR77"
"50674","SNRPEP5",""
"50675","SLC25A11","Q02978"
"50676","SLC25A11","Q6IBH0"
"50677","SLC25A11","I3L1P8"
"50678","CEACAM3","P40198"
"50679","CEACAM3","B7Z5B4"
"50680","CEACAM3","M0QXR5"
"50681","HIPK4","Q8NE63"
"50682","HIPK4","A0A140VJL1"
"50683","LGALSL-DT",""
"50684","HBD","P02042"
"50685","HBD","A0N071"
"50686","HBD","E9PEW8"
"50687","HBD","C9JRG0"
"50688","HBD","E9PFT6"
"50689","KL","Q9UEF7"
"50690","CFHR1","Q03591"
"50691","CFHR1","B1AKG0"
"50692","COX6CP13",""
"50693","PLD3","Q8IV08"
"50694","PLD3","A0A024R0Q4"
"50695","PLD3","M0QZK2"
"50696","PLD3","A0A0A0MS28"
"50697","PLD3","M0R2E7"
"50698","PLD3","M0QX99"
"50699","PLD3","M0R1F7"
"50700","PLD3","E2QRG1"
"50701","PLD3","M0QY94"
"50702","PLD3","M0QX50"
"50703","SYT13","Q7L8C5"
"50704","LINC02679",""
"50705","PRRG4","Q9BZD6"
"50706","PRRG4","A0A0S2Z5N9"
"50707","FTH1P5",""
"50708","KRT8P12",""
"50709","TEPP","Q6URK8"
"50710","TEPP","A0A140VJW9"
"50711","CYLC2","Q14093"
"50712","CYLC2","A0A024R146"
"50713","KPNA4","O00629"
"50714","KPNA4","H7C4F6"
"50715","MAD2L2","Q9UI95"
"50716","MAD2L2","B1AK44"
"50717","MAD2L2","A0A024R4I4"
"50718","MAD2L2","B1AK43"
"50719","MAD2L2","B1AK45"
"50720","LINC02273",""
"50721","TDRD9","Q8NDG6"
"50722","TDRD9","A0A0C4DFS5"
"50723","XYLB","O75191"
"50724","XYLB","C9J0N9"
"50725","XYLB","F8WBF6"
"50726","XYLB","A0A3B3IRM4"
"50727","XYLB","A0A3B3IS07"
"50728","HBBP1",""
"50729","SIX1","Q15475"
"50730","SIX1","H0YK85"
"50731","ANAPC7","Q9UJX3"
"50732","ANAPC7","A0A024RBJ3"
"50733","RAB41","Q5JT25"
"50734","RAB41","D6REW8"
"50735","CBX7","O95931"
"50736","CBX7","A0A024R1Q2"
"50737","CBX7","B0QYP2"
"50738","CBX7","B0QYP3"
"50739","RPL7P35",""
"50740","CFHR4","Q92496"
"50741","CFHR4","A0A0C4DH21"
"50742","BEND3P3",""
"50743","LINC02110",""
"50744","NUTM2B-AS1",""
"50745","LINC02117",""
"50746","NPY4R2","P0DQD5"
"50747","GEMIN8P4",""
"50748","GDNF","P39905"
"50749","GDNF","A0A0C4DGC2"
"50750","GDNF","A0A0S2Z3V2"
"50751","GDNF","A0A0S2Z3T2"
"50752","RPL6P8",""
"50753","ARL14","Q8N4G2"
"50754","KIF1C","O43896"
"50755","KIF1C","I3L1B1"
"50756","COX5BP7",""
"50757","ZNF575","Q86XF7"
"50758","ZNF575","B3KQ07"
"50759","ZNF575","A0A024R0U0"
"50760","ZNF575","M0R087"
"50761","ACTG1P23",""
"50762","CAPN7","Q9Y6W3"
"50763","CAPN7","H7C0F1"
"50764","CAPN7","F8WCZ1"
"50765","CAPN7","F8WDQ3"
"50766","QSER1","Q2KHR3"
"50767","QSER1","A0A3B3IRW6"
"50768","EI24P1",""
"50769","PPM1L","Q5SGD2"
"50770","HNRNPA1P52",""
"50771","ESD","P10768"
"50772","ESD","A0A140VJJ2"
"50773","ESD","X6RA14"
"50774","ETHE1","O95571"
"50775","ETHE1","M0QY80"
"50776","ETHE1","A0A0S2Z5B3"
"50777","ETHE1","M0QXB5"
"50778","ETHE1","M0QX80"
"50779","PASK","Q96RG2"
"50780","PASK","F8WEB4"
"50781","PASK","C9J4R3"
"50782","PASK","C9J1Z3"
"50783","EGR2","P11161"
"50784","EGR2","A0A1B0GUL0"
"50785","CFHR2","P36980"
"50786","CFHR2","A0A3B3IS00"
"50787","CFHR2","A0A3B3IQ51"
"50788","CFHR2","A0A3B3IS28"
"50789","CFHR2","V9GYE7"
"50790","CFHR2","A0A3B3IRW0"
"50791","LYPD4","Q6UWN0"
"50792","LYPD4","A8K8E0"
"50793","ATG13","O75143"
"50794","ATG13","H0YEM7"
"50795","ATG13","H0YCL5"
"50796","ATG13","J9JIF6"
"50797","ATG13","J3KST9"
"50798","ATG13","E9PPR2"
"50799","ATG13","J3QR16"
"50800","ATG13","J3KRU6"
"50801","ATG13","J3QR83"
"50802","ATG13","J3QRL1"
"50803","ATG13","A0A1B0GXJ3"
"50804","GDNF-AS1",""
"50805","ZNF319","Q9P2F9"
"50806","ZNF319","H3BT69"
"50807","PKHD1","P08F94"
"50808","FAM47C","Q5HY64"
"50809","FUNDC2P4",""
"50810","ZNF326","Q5BKZ1"
"50811","ZNF326","A0A0A0MRN4"
"50812","ZNF326","E2QRN4"
"50813","STXBP3","O00186"
"50814","USB1","A0A024R6V6"
"50815","USB1","Q9BQ65"
"50816","USB1","H3BN52"
"50817","USB1","H3BTS1"
"50818","USB1","H3BTT8"
"50819","USB1","H3BNM8"
"50820","PLCG1","P19174"
"50821","PLCG1","V9GY71"
"50822","PLCG1","M0QX77"
"50823","PLCG1","V9GY63"
"50824","SEPTIN12","Q8IYM1"
"50825","SEPTIN12","K7EP57"
"50826","SEPTIN12","K7EP92"
"50827","SEPTIN12","K7ES86"
"50828","HMGN1P8",""
"50829","ADAMTS2","O95450"
"50830","ADAMTS2","A0A1B0GTY3"
"50831","RD3L","P0DJH9"
"50832","CFHR5","Q9BXR6"
"50833","HMGA1P3",""
"50834","HSPA7",""
"50835","RPS23P9",""
"50836","FTHL18",""
"50837","MOB1AP2",""
"50838","RPS29P10",""
"50839","F13B","P05160"
"50840","F13B","A0A3B3IS66"
"50841","FCGR3B","A0A087WU90"
"50842","FCGR3B","M9MML6"
"50843","FCGR3B","A0A3B3ISU3"
"50844","FCGR3B","H0Y4U3"
"50845","FCGR3B","E9PNY5"
"50846","FCGR3B","A0A087WZR4"
"50847","C7orf31","Q8N865"
"50848","C7orf31","C9JF06"
"50849","C7orf31","C9JTB1"
"50850","C7orf31","C9J431"
"50851","HSPB9","Q9BQS6"
"50852","VAMP7","P51809"
"50853","VAMP7","A0A024R061"
"50854","VAMP7","A0A024R074"
"50855","VAMP7","E5RH06"
"50856","NID2","Q14112"
"50857","NID2","A0A087WZP6"
"50858","FAM25C","B3EWG5"
"50859","RAB5C","P51148"
"50860","RAB5C","A0A024R1U4"
"50861","RAB5C","F8VSF8"
"50862","RAB5C","F8VWU4"
"50863","RAB5C","K7ENY4"
"50864","RAB5C","F8VVK3"
"50865","SMBD1P",""
"50866","NUTM2B","A6NNL0"
"50867","NUTM2B","A0A0A0MRQ8"
"50868","MYOF","Q9NZM1"
"50869","LINC01208",""
"50870","C6orf226","Q5I0X4"
"50871","KCNK3","O14649"
"50872","KCNK3","B9EIJ4"
"50873","AGAP12P",""
"50874","JPT1","Q9UK76"
"50875","JPT1","J3KSH8"
"50876","JPT1","F2Z3M5"
"50877","JPT1","J3KT51"
"50878","BGLT3",""
"50879","LINC01209",""
"50880","LINC02119",""
"50881","MTND5P15",""
"50882","AKR1C7P",""
"50883","ECRG4","Q9H1Z8"
"50884","ECRG4","C9JRR0"
"50885","ECRG4","B8ZZE5"
"50886","RPL41","P62945"
"50887","SLC52A1","Q9NWF4"
"50888","SLC52A1","F5H5Y1"
"50889","ASPM","Q8IZT6"
"50890","ASPM","Q5VYL4"
"50891","GALK1","P51570"
"50892","GALK1","V9HWE7"
"50893","GALK1","K7ERJ9"
"50894","GALK1","K7ERN9"
"50895","GALK1","K7EII7"
"50896","CDCP2","Q5VXM1"
"50897","CDCP2","A0A1B0GU47"
"50898","SMIM22","K7EJ46"
"50899","SMIM22","A0A1U9AC72"
"50900","LINC02696",""
"50901","KAT2A","Q92830"
"50902","KAT2A","K7EPC4"
"50903","KAT2A","K7ERS6"
"50904","SSBP3","Q9NW25"
"50905","SSBP3","Q9BWW4"
"50906","SSBP3","Q5T863"
"50907","SSBP3","E9PK49"
"50908","SSBP3","A0A087WVT6"
"50909","NBR2",""
"50910","CCT2","P78371"
"50911","CCT2","V9HW96"
"50912","CCT2","F8VQ14"
"50913","CCT2","F5GWF6"
"50914","MYOZ3","Q8TDC0"
"50915","MYOZ3","H0YC50"
"50916","MYOZ3","E5RII7"
"50917","RPL21P4",""
"50918","RTRAF","Q9Y224"
"50919","RTRAF","Q549M8"
"50920","RTRAF","G3V4E7"
"50921","RTRAF","H0YJB9"
"50922","RTRAF","G3V4C6"
"50923","PCOLCE2","Q9UKZ9"
"50924","PCOLCE2","C9JYX9"
"50925","PCOLCE2","A0A3B3ITE8"
"50926","PCOLCE2","H7C5D5"
"50927","NBR1","Q14596"
"50928","NBR1","A0A024R1V3"
"50929","NBR1","B7Z5R6"
"50930","NBR1","A0A0C4DGP6"
"50931","DPF2","Q92785"
"50932","DPF2","J3KMZ8"
"50933","DPF2","A0A024R582"
"50934","DPF2","E9PN04"
"50935","DPF2","H0YEI1"
"50936","PLCG1-AS1",""
"50937","ITGB4","P16144"
"50938","ITGB4","A0A024R8T0"
"50939","ITGB4","A0A024R8K7"
"50940","ITGB4","J3QQL2"
"50941","OR7C1","O76099"
"50942","OR7C1","A0A126GWU6"
"50943","ROGDI","Q9GZN7"
"50944","ROGDI","K7ERP1"
"50945","ROGDI","K7EPN1"
"50946","ROGDI","K7EID1"
"50947","ROGDI","K7EL91"
"50948","ROGDI","K7EMJ5"
"50949","ROGDI","K7EPS3"
"50950","RPS26P38",""
"50951","RPL23AP81",""
"50952","PPP1R7","Q15435"
"50953","PPP1R7","A0A140VK83"
"50954","PPP1R7","B5MBZ8"
"50955","PPP1R7","C9JD73"
"50956","PPP1R7","C9JRC4"
"50957","PPP1R7","H7C118"
"50958","PPP1R7","C9J177"
"50959","TOP1","P11387"
"50960","MAPK14","Q16539"
"50961","MAPK14","B4E0K5"
"50962","MAPK14","B5TY33"
"50963","MAPK14","L7RSM2"
"50964","MAPK14","A0A024RD15"
"50965","MAPK14","E7EX54"
"50966","PAPSS2","O95340"
"50967","PAPSS2","Q5TB52"
"50968","LINC01177",""
"50969","LINC01195",""
"50970","OR7A5","Q15622"
"50971","OR7A5","A0A126GW60"
"50972","FCGR2B","P31994"
"50973","SUMO2","P61956"
"50974","SUMO2","A0A024R8S3"
"50975","SUMO2","J3KRH1"
"50976","ACSL5","Q9ULC5"
"50977","LINC02593",""
"50978","SLA","Q13239"
"50979","SLA","E5RH80"
"50980","SLA","E5RK29"
"50981","SLA","E5RGG0"
"50982","SLA","E5RK95"
"50983","SLA","E5RHT2"
"50984","SLA","E5RJ69"
"50985","TRIM62","Q9BVG3"
"50986","RPL21P8",""
"50987","AKNAD1","Q5T1N1"
"50988","AKNAD1","F2Z2Q7"
"50989","AKNAD1","Q5T1N2"
"50990","LBX2","Q6XYB7"
"50991","LBX2","G3V218"
"50992","LINC02177",""
"50993","PRDM15","P57071"
"50994","PRDM15","Q4W8S1"
"50995","PRDM15","E7ER26"
"50996","SPCS2P4",""
"50997","MS4A15","Q8N5U1"
"50998","MS4A15","E7ET34"
"50999","LBX2-AS1",""
"51000","ZHX3","H0YNY7"
"51001","ZHX3","Q9H4I2"
"51002","ZHX3","A0A0A0MST6"
"51003","ZHX3","A0A0A0MSU5"
"51004","ZHX3","F6UQN6"
"51005","ZHX3","H0YLR4"
"51006","ZHX3","F6XGA7"
"51007","ZHX3","F6UBH9"
"51008","LINC02787",""
"51009","ZNF362","Q5T0B9"
"51010","ZNF362","F5H055"
"51011","LGALS2","P05162"
"51012","LGALS2","B0QYC9"
"51013","MCTS1","Q9ULC4"
"51014","BARHL2","Q9NY43"
"51015","PDZD11","Q5EBL8"
"51016","TDRD3","Q9H7E2"
"51017","TDRD3","A0A024QZE0"
"51018","TDRD3","B1AMN9"
"51019","TDRD3","F2Z2Y2"
"51020","TIGD3","Q6B0B8"
"51021","LINC01763",""
"51022","LINC02788",""
"51023","CUL7","Q14999"
"51024","LINC02609",""
"51025","TMEM65","Q6PI78"
"51026","OR7A10","O76100"
"51027","OR7A10","A0A126GVC8"
"51028","COQ3","Q9NZJ6"
"51029","COQ3","F6WGP0"
"51030","KIF4A","O95239"
"51031","TRMT12","Q53H54"
"51032","TRMT12","E5RHH6"
"51033","OR7A8P",""
"51034","PDCD5","O14737"
"51035","PDCD5","Q3HM38"
"51036","PDCD5","X6R2P6"
"51037","PDCD5","K7ESJ4"
"51038","PDCD5","K7EQA1"
"51039","OR7A2P",""
"51040","SEMA6B","Q9H3T3"
"51041","TUBB4BP3",""
"51042","SLC25A45","Q8N413"
"51043","SLC25A45","E9PJ15"
"51044","SLC25A45","E9PJW2"
"51045","SLC25A45","E9PJQ3"
"51046","SLC25A45","E9PK53"
"51047","SLC25A45","E9PMF0"
"51048","OR7A17","O14581"
"51049","OR7A17","A0A126GVR5"
"51050","OR7A18P",""
"51051","PHKA1P1",""
"51052","OR7A1P",""
"51053","MIR600HG",""
"51054","OR7A3P",""
"51055","STRBP","Q96SI9"
"51056","STRBP","Q5JPA5"
"51057","STRBP","V9HWK4"
"51058","STRBP","E9PKQ0"
"51059","STRBP","H0YD00"
"51060","STRBP","H0YC91"
"51061","RPL10L","Q96L21"
"51062","SPATA42",""
"51063","CSNK1G3","Q9Y6M4"
"51064","MS4A10","Q96PG2"
"51065","SEPTIN14P12",""
"51066","EPB41L4A-DT",""
"51067","CLCC1","Q96S66"
"51068","CLCC1","A0A024R0G0"
"51069","CLCC1","A0A024R095"
"51070","CLCC1","Q5T1P5"
"51071","HMGB3P16",""
"51072","ZBTB41","Q5SVQ8"
"51073","SLC35F5","Q8WV83"
"51074","SLC35F5","B8ZZY4"
"51075","SLC35F5","B8ZZV6"
"51076","SLC35F5","A0A024RAD4"
"51077","ATP12A","P54707"
"51078","BRCA1","P38398"
"51079","BRCA1","A0A024R1V0"
"51080","BRCA1","B7ZA85"
"51081","BRCA1","Q3B891"
"51082","BRCA1","C6YB45"
"51083","BRCA1","Q5YLB2"
"51084","BRCA1","A0A024R1Z8"
"51085","BRCA1","G1UI37"
"51086","BRCA1","A0A494C182"
"51087","BRCA1","K7EPC7"
"51088","BRCA1","A0A0U1RRA9"
"51089","BRCA1","H0Y881"
"51090","BRCA1","C9IZW4"
"51091","BRCA1","E7EUM2"
"51092","BRCA1","H0Y8B8"
"51093","BRCA1","E7EWN5"
"51094","BRCA1","E9PH68"
"51095","BRCA1","A0A2R8Y6Y9"
"51096","BRCA1","A0A2R8Y587"
"51097","BRCA1","E7ENB7"
"51098","BRCA1","E9PC22"
"51099","BRCA1","E7EQW4"
"51100","BRCA1","K7EJW3"
"51101","FES","P07332"
"51102","FES","A0A024RC92"
"51103","FES","E7ENM8"
"51104","FES","E9PIJ7"
"51105","FES","H0YNN8"
"51106","FES","E9PGC7"
"51107","FES","E7EMJ7"
"51108","FES","C9J3W6"
"51109","FES","H0YNT6"
"51110","HARBI1","Q96MB7"
"51111","HARBI1","E9PQI1"
"51112","HARBI1","E9PK24"
"51113","","F8VW03"
"51114","CCDC86","Q9H6F5"
"51115","ZNF644","Q9H582"
"51116","ZNF644","A0A087WZL9"
"51117","LEPR","P48357"
"51118","MRPL37","Q9BZE1"
"51119","MRPL37","S4R369"
"51120","MRPL37","A6NHR2"
"51121","KRT8P34",""
"51122","SLC27A6","Q9Y2P4"
"51123","SLC27A6","D6RAJ2"
"51124","ID2","Q02363"
"51125","ID2","Q53T66"
"51126","PSMB3","P49720"
"51127","PSMB3","A0A087WY10"
"51128","PSMB3","A0A087WXQ8"
"51129","PSMB3","A0A087WUL2"
"51130","PSMB3","A0A384NL22"
"51131","PTGDR2","Q9Y5Y4"
"51132","SMC5","Q8IY18"
"51133","CKAP2L","Q8IYA6"
"51134","CKAP2L","F8WBE0"
"51135","IKZF3","Q9UKT9"
"51136","IKZF3","A0A0C4DGN9"
"51137","ADAM22","Q9P0K1"
"51138","ADAM22","H7C0Q9"
"51139","ADAM22","F8WAD8"
"51140","ADAM22","E9PF78"
"51141","ADAM22","E7EPF1"
"51142","KCMF1","Q9P0J7"
"51143","KCMF1","C9J3I2"
"51144","KCMF1","C9JSW5"
"51145","ZDHHC6","Q9H6R6"
"51146","ZDHHC6","A0A0D9SEX5"
"51147","ID2-AS1",""
"51148","DPP8","Q6V1X1"
"51149","DPP8","A0A024R5Z6"
"51150","DPP8","H0YKA2"
"51151","DPP8","H3BQ40"
"51152","DPP8","H0YMV1"
"51153","DPP8","J3KPT0"
"51154","DPP8","H0YN53"
"51155","SSBP3-AS1",""
"51156","MRPS21P3",""
"51157","RPL31P49",""
"51158","RPL26P34",""
"51159","CYB5RL","Q6IPT4"
"51160","CYB5RL","F8VW03"
"51161","CYB5RL","H0YDY7"
"51162","CYB5RL","F8WDU4"
"51163","CYB5RL","E9PL89"
"51164","CYB5RL","E9PMD3"
"51165","CRB1","P82279"
"51166","CRB1","F5H0L2"
"51167","CRB1","A0A075B6G4"
"51168","CRB1","A0A0C4DG35"
"51169","ZWINT","O95229"
"51170","ZWINT","A6NH27"
"51171","ZWINT","R4GMS7"
"51172","GPN3","Q9UHW5"
"51173","GPN3","H0YHZ5"
"51174","GPN3","F8W1F4"
"51175","GPN3","S4R3M7"
"51176","MKNK2","Q9HBH9"
"51177","MKNK2","Q9NV89"
"51178","MKNK2","K7ELN0"
"51179","MKNK2","K7ELG3"
"51180","MKNK2","K7EK27"
"51181","MKNK2","K7EJ98"
"51182","MKNK2","K7EIN7"
"51183","LINC01492",""
"51184","LINC01964",""
"51185","TMEM248","A0A024RDK7"
"51186","TMEM248","Q9NWD8"
"51187","TMEM248","F8WE75"
"51188","TMEM248","U3KQ21"
"51189","TMEM248","C9J3C8"
"51190","TMEM248","C9JKP5"
"51191","LAMP5-AS1",""
"51192","SMC2-AS1",""
"51193","LAMP5","Q9UJQ1"
"51194","TG","P01266"
"51195","TG","H0YBR7"
"51196","TG","E7EVM0"
"51197","TG","E5RG33"
"51198","ACP7","Q6ZNF0"
"51199","ACP7","M0QXC1"
"51200","ACP7","M0R045"
"51201","FBN2","P35556"
"51202","FBN2","E9PHW4"
"51203","FBN2","D6RJI3"
"51204","FBN2","D6REJ2"
"51205","SMARCA1","P28370"
"51206","SMARCA1","B7ZLQ5"
"51207","SMARCA1","A0A0A0MRP6"
"51208","CES1P2",""
"51209","RPL21P65",""
"51210","QRSL1","Q9H0R6"
"51211","QRSL1","X6R772"
"51212","RPL5P6",""
"51213","CACNB4","O00305"
"51214","CACNB4","A0A1B0GU42"
"51215","CACNB4","A0A1B0GUW8"
"51216","CACNB4","E7DBM8"
"51217","CACNB4","A0A1B0GTH0"
"51218","CACNB4","A0A1B0GTS4"
"51219","CACNB4","H0Y476"
"51220","CACNB4","A0A1B0GTP5"
"51221","CACNB4","A0A1B0GUU5"
"51222","CACNB4","A0A1B0GVU5"
"51223","CACNB4","A0A1B0GTX6"
"51224","CACNB4","A0A1B0GTA9"
"51225","CACNB4","A0A1B0GUM9"
"51226","CACNB4","A0A1C7CYX2"
"51227","CACNB4","A0A1B0GVG1"
"51228","CACNB4","A0A1B0GUU8"
"51229","CACNB4","A0A1B0GU05"
"51230","CACNB4","A0A1B0GU53"
"51231","CACNB4","A0A1B0GWG5"
"51232","CACNB4","E7EN11"
"51233","CACNB4","A0A1B0GVT6"
"51234","CACNB4","A0A1B0GXG0"
"51235","CACNB4","A0A1B0GWF9"
"51236","CACNB4","A0A1B0GTX8"
"51237","CACNB4","A0A1B0GTF6"
"51238","CACNB4","A0A1B0GUK3"
"51239","CACNB4","A0A1B0GVF0"
"51240","CACNB4","A0A1B0GTN8"
"51241","CACNB4","A0A1B0GUK4"
"51242","CACNB4","A0A1B0GUI5"
"51243","CACNB4","A0A1B0GTX2"
"51244","CACNB4","A0A1B0GUJ7"
"51245","CACNB4","A0A1B0GW63"
"51246","CACNB4","A0A1B0GUI8"
"51247","CACNB4","A0A1B0GTK1"
"51248","CACNB4","A0A1B0GVB2"
"51249","CACNB4","A0A1B0GTP6"
"51250","CACNB4","C9J224"
"51251","CACNB4","A0A1B0GV16"
"51252","CACNB4","A0A1B0GU32"
"51253","CACNB4","A0A1B0GW81"
"51254","CACNB4","A0A1B0GTL1"
"51255","ITGB8","P26012"
"51256","STARD13-AS",""
"51257","OR52N4","Q8NGI2"
"51258","NT5DC4",""
"51259","OR52N5","Q8NH56"
"51260","OR52N5","A0A126GVK9"
"51261","OR52T1P",""
"51262","FAM216A","Q8WUB2"
"51263","FAM216A","F8VXY8"
"51264","IRX1P1",""
"51265","PIP4K2B","P78356"
"51266","PIP4K2B","A0A087WT35"
"51267","OR52H2P",""
"51268","RAB34","P0DI83"
"51269","RAB34","Q96PJ7"
"51270","RAB34","Q9BZG1"
"51271","RAB34","C9JBG0"
"51272","RAB34","A0A024QZ68"
"51273","RAB34","V9GY61"
"51274","RAB34","A0A1B0GVI6"
"51275","RAB34","A0A1B0GTQ2"
"51276","RAB34","A0A1B0GWB1"
"51277","RAB34","A0A1C7CYW6"
"51278","RAB34","E7ES60"
"51279","RAB34","K7EJW7"
"51280","RAB34","H7C0Y7"
"51281","RAB34","C9JY26"
"51282","RAB34","K7EIF2"
"51283","UBQLNL","Q8IYU4"
"51284","IRGQ","Q8WZA9"
"51285","IRGQ","M0QZP8"
"51286","OR51B8P",""
"51287","NUP85","Q9BW27"
"51288","NUP85","J3QL91"
"51289","NUP85","J3KRC0"
"51290","NUP85","J3KSH3"
"51291","NUP85","F5H0W7"
"51292","NUP85","J3KT10"
"51293","NUP85","J3QL54"
"51294","NUP85","J3QLV0"
"51295","NUP85","J3QLD4"
"51296","OR52U1P",""
"51297","OR52N2","Q8NGI0"
"51298","OR51B4","Q9Y5P0"
"51299","AKAP1","Q92667"
"51300","AKAP1","I3NI36"
"51301","AKAP1","I3L0W0"
"51302","AKAP1","I3L2N7"
"51303","AKAP1","I3L364"
"51304","AKAP1","I3L0K6"
"51305","AKAP1","I3L2A2"
"51306","AKAP1","I3L3V6"
"51307","AKAP1","I3L3L9"
"51308","AKAP1","I3L3K1"
"51309","XRCC1","F5H8D7"
"51310","XRCC1","M0QYS5"
"51311","XRCC1","M0R0D2"
"51312","HBE1","P02100"
"51313","HBE1","D9YZU7"
"51314","LINC02344",""
"51315","CREB3L3","Q68CJ9"
"51316","STARD13","A0A024RDV4"
"51317","STARD13","Q9Y3M8"
"51318","STARD13","B2R789"
"51319","STARD13","H3BRG5"
"51320","STARD13","H3BUW7"
"51321","SPRY2","O43597"
"51322","RPL13AP2",""
"51323","RPS15AP3",""
"51324","MDGA2","Q7Z553"
"51325","MDGA2","G3V5U0"
"51326","MDGA2","G3V5Z1"
"51327","MDGA2","E9PMG9"
"51328","RPL31P11",""
"51329","OR52N3P",""
"51330","OR51J1",""
"51331","OR52B6","Q8NGF0"
